,Description,Date,Month,Year,Shooting,Local,Latitude,Longitude,zipcode
6890,OTHER LARCENY,9/16/2014,9,2014,No,No,42.32787135,-71.05306457,02127
6891,AGGRAVATED ASSAULT,3/16/2014,3,2014,No,No,42.33032596,-71.04938397,02127
6892,SIMPLE ASSAULT,10/14/2014,10,2014,No,No,42.30174635,-71.06866456,02124
6893,MedAssist,5/17/2014,5,2014,No,No,42.34267762,-71.05687327,02127
6894,VIOLATION OF LIQUOR LAWS,12/4/2014,12,2014,No,No,42.34992135,-71.05891957,02283
6895,OTHER,4/8/2014,4,2014,No,No,42.35333635,-71.08019956,02116
6896,AUTO THEFT,8/1/2014,8,2014,No,No,42.37596634,-71.05966956,02129
6897,InvProp,3/22/2014,3,2014,No,No,42.27420771,-71.07002225,02124
6898,LARCENY FROM MOTOR VEHICLE,5/17/2014,5,2014,No,No,42.31246067,-71.06676516,02125
6899,VANDALISM,10/4/2014,10,2014,No,No,42.34818854,-71.14071522,02135
6900,PropLost,5/16/2014,5,2014,No,No,42.29950635,-71.07495456,02121
6901,MedAssist,1/17/2014,1,2014,No,No,42.31746287,-71.06437575,02125
6902,InvProp,9/20/2014,9,2014,No,No,42.35267635,-71.14538953,02135
6903,OTHER LARCENY,1/9/2014,1,2014,No,No,42.34865634,-71.08256955,02199
6904,MVAcc,4/26/2014,4,2014,No,No,42.35145135,-71.08046956,02116
6905,FRAUD,2/7/2014,2,2014,No,No,42.33149635,-71.08522955,02120
6906,DRUG CHARGES,6/24/2014,6,2014,No,No,42.25642136,-71.12394954,02136
6907,SIMPLE ASSAULT,3/27/2014,3,2014,No,No,42.34584384,-71.16023417,02135
6908,InvPer,6/13/2014,6,2014,No,No,42.25642136,-71.12394954,02136
6909,PropFound,12/10/2014,12,2014,No,No,42.33372337,-71.09095643,02120
6910,PropLost,9/1/2014,9,2014,No,No,42.34609161,-71.09378346,02215
6911,VAL,5/10/2014,5,2014,No,No,42.32343136,-71.08952955,02119
6912,VANDALISM,7/13/2014,7,2014,No,No,42.29938635,-71.07986956,02121
6913,LARCENY FROM MOTOR VEHICLE,10/16/2014,10,2014,No,No,42.27011137,-71.09375956,02126
6914,WEAPONS CHARGE,8/7/2014,8,2014,No,No,42.35230134,-71.06367456,02116
6915,AUTO THEFT,11/26/2014,11,2014,No,No,42.35103135,-71.06489957,02116
6916,VAL,4/4/2014,4,2014,No,No,42.31887635,-71.03996457,02125
6917,InvPer,10/3/2014,10,2014,No,No,42.30957635,-71.06723956,02125
6918,VAL,9/11/2014,9,2014,No,No,42.35084135,-71.07771956,02116
6919,AUTO THEFT,1/16/2014,1,2014,No,No,42.33570135,-71.03127958,02127
6920,VANDALISM,4/10/2014,4,2014,No,No,42.34292205,-71.0911615,02115
6921,LARCENY FROM MOTOR VEHICLE,10/3/2014,10,2014,No,No,42.29789136,-71.05841957,02122
6922,InvPer,1/22/2014,1,2014,No,No,42.24955137,-71.11379955,02136
6923,MVAcc,7/23/2014,7,2014,No,No,42.37595634,-71.03911957,02128
6924,TRESPASS,11/7/2014,11,2014,No,No,42.31246635,-71.05733456,02125
6925,DRUG CHARGES,1/20/2014,1,2014,No,No,42.33950635,-71.06938956,02118
6926,PersLoc,10/13/2014,10,2014,No,No,42.28388636,-71.09545455,02126
6927,MedAssist,6/9/2014,6,2014,No,No,42.36084367,-71.11793442,02134
6928,DRUG CHARGES,6/4/2014,6,2014,No,No,42.28486136,-71.09132455,02124
6929,07RV,4/7/2014,4,2014,No,No,42.33857907,-71.06377935,02118
6930,MedAssist,11/5/2014,11,2014,No,No,42.32900135,-71.08605956,02119
6931,AUTO THEFT,4/18/2014,4,2014,No,No,42.30909636,-71.08667955,02121
6932,InvProp,2/11/2014,2,2014,No,No,42.33836711,-71.09417015,02115
6933,OTHER LARCENY,11/22/2014,11,2014,No,No,42.35066134,-71.07763955,02116
6934,Service,12/13/2014,12,2014,No,No,42.36164815,-71.05998657,02203
6935,DRUG CHARGES,6/1/2014,6,2014,No,No,42.29754136,-71.05973457,02122
6936,OTHER LARCENY,3/30/2014,3,2014,No,No,42.34671135,-71.08008456,02199
6937,MVAcc,12/3/2014,12,2014,No,No,42.32036878,-71.07903005,02119
6938,FRAUD,5/1/2014,5,2014,No,No,42.25195136,-71.12531955,02136
6939,FRAUD,8/7/2014,8,2014,No,No,42.35209098,-71.14016781,02134
6940,RESIDENTIAL BURGLARY,1/4/2014,1,2014,No,No,42.35155635,-71.12706954,02215
6941,VANDALISM,8/16/2014,8,2014,No,No,42.33884135,-71.05515456,02127
6942,OTHER LARCENY,7/29/2014,7,2014,No,No,42.35988134,-71.05576456,02109
6943,DRUG CHARGES,6/16/2014,6,2014,No,No,42.35230134,-71.06367456,02116
6944,BENoProp,8/15/2014,8,2014,No,No,42.34180635,-71.09707955,02215
6945,InvPer,7/3/2014,7,2014,No,No,42.35877634,-71.07199456,02108
6946,SIMPLE ASSAULT,9/16/2014,9,2014,No,No,42.27216136,-71.10023455,02126
6947,DRUG CHARGES,10/9/2014,10,2014,No,No,42.30972244,-71.10427304,02130
6948,OTHER,9/19/2014,9,2014,No,No,42.33281635,-71.07256956,02119
6949,PubDrink,1/31/2014,1,2014,No,No,42.32900135,-71.08605956,02119
6950,SkipFare,2/11/2014,2,2014,No,No,42.35307228,-71.06434623,02108
6951,VAL,1/15/2014,1,2014,No,No,42.32543556,-71.06387302,02125
6952,Restrain,11/20/2014,11,2014,No,No,42.27729637,-71.09481454,02126
6953,MedAssist,11/20/2014,11,2014,No,No,42.31776637,-71.04205955,02125
6954,OTHER LARCENY,9/29/2014,9,2014,No,No,42.29987636,-71.11360455,02130
6955,Gather,3/15/2014,3,2014,No,No,42.32853937,-71.0991071,02120
6956,FIRE,3/18/2014,3,2014,No,No,42.38198635,-71.03770957,02128
6957,EMBEZELLMENT,11/1/2014,11,2014,No,No,42.33558135,-71.03846457,02127
6958,SIMPLE ASSAULT,2/15/2014,2,2014,No,No,42.30366395,-71.07101432,02122
6959,COMMERCIAL BURGLARY,8/30/2014,8,2014,No,No,42.31384635,-71.07929956,02121
6960,SIMPLE ASSAULT,1/30/2014,1,2014,No,No,42.33614915,-71.0467171,02127
6961,InvPer,8/15/2014,8,2014,No,No,42.30661328,-71.08584104,02121
6962,OTHER LARCENY,11/22/2014,11,2014,No,No,42.26762554,-71.09847937,02126
6963,ROBBERY,11/24/2014,11,2014,No,No,42.33109591,-71.09038894,02119
6964,LARCENY FROM MOTOR VEHICLE,10/5/2014,10,2014,No,No,42.32543556,-71.06387302,02125
6965,VAL,11/14/2014,11,2014,No,No,42.32710135,-71.07820956,02119
6966,DRUG CHARGES,1/1/2014,1,2014,No,No,42.35473135,-71.07720956,02116
6967,SIMPLE ASSAULT,4/12/2014,4,2014,No,No,42.26953722,-71.09075535,02126
6968,VAL,2/19/2014,2,2014,No,No,42.28760136,-71.09398956,02126
6969,VAL,5/18/2014,5,2014,No,No,42.27985136,-71.13184954,02131
6970,SIMPLE ASSAULT,7/25/2014,7,2014,No,No,42.32688961,-71.05448604,02127
6971,SIMPLE ASSAULT,1/2/2014,1,2014,No,No,42.30199635,-71.06005956,02122
6972,Service,9/2/2014,9,2014,No,No,42.34801135,-71.04037957,02210
6973,FRAUD,4/6/2014,4,2014,No,No,42.29760136,-71.08970956,02124
6974,OTHER LARCENY,11/5/2014,11,2014,No,No,42.35754362,-71.05886606,02108
6975,VAL,7/2/2014,7,2014,No,No,42.34593134,-71.07512456,02116
6976,MVAcc,3/16/2014,3,2014,No,No,42.31194136,-71.05435957,02125
6977,InvPer,7/25/2014,7,2014,No,No,42.31613635,-71.09573455,02119
6978,SIMPLE ASSAULT,3/16/2014,3,2014,No,No,42.31854568,-71.0717384,02125
6979,VAL,6/25/2014,6,2014,No,No,42.34953635,-71.08764455,02115
6980,DRUG CHARGES,4/19/2014,4,2014,No,No,42.27872257,-71.11958402,02131
6981,AUTO THEFT,6/17/2014,6,2014,No,No,42.30096636,-71.07078957,02124
6982,OTHER LARCENY,2/22/2014,2,2014,No,No,42.33325635,-71.07289955,02118
6983,InvPer,9/27/2014,9,2014,No,No,42.37816134,-71.06025956,02129
6984,InvProp,7/27/2014,7,2014,No,No,42.28756093,-71.08225144,02124
6985,DRUG CHARGES,9/8/2014,9,2014,No,No,42.2822713,-71.07131513,02124
6986,VAL,11/23/2014,11,2014,No,No,42.37366462,-71.06478623,02129
6987,MedAssist,2/8/2014,2,2014,No,No,42.33054438,-71.0622884,02118
6988,Arrest,5/7/2014,5,2014,No,No,42.29105136,-71.09119956,02124
6989,DRUG CHARGES,7/24/2014,7,2014,No,No,42.33448135,-71.07950956,02118
6990,OTHER LARCENY,10/21/2014,10,2014,No,No,42.33857907,-71.06377935,02118
6991,VAL,11/19/2014,11,2014,No,No,42.31600134,-71.0983055,02119
6992,Harass,3/24/2014,3,2014,No,No,42.28716136,-71.07380956,02124
6993,MVAcc,10/11/2014,10,2014,No,No,42.30911635,-71.08283956,02121
6994,VANDALISM,5/10/2014,5,2014,No,No,42.35129134,-71.05839456,02111
6995,VAL,12/8/2014,12,2014,No,No,42.31758136,-71.09127956,02121
6996,SIMPLE ASSAULT,2/14/2014,2,2014,No,No,42.28368974,-71.12436078,02131
6997,VAL,10/20/2014,10,2014,No,No,42.36725135,-71.05806957,02113
6998,OTHER LARCENY,9/8/2014,9,2014,No,No,42.34491393,-71.09641336,02215
6999,VANDALISM,11/26/2014,11,2014,No,No,42.35064135,-71.05738957,02111
7000,OTHER LARCENY,8/4/2014,8,2014,No,No,42.34881135,-71.15029453,02135
7001,VANDALISM,9/19/2014,9,2014,No,No,42.33623635,-71.07735456,02118
7002,ROBBERY,12/18/2014,12,2014,No,No,42.30356135,-71.07866456,02121
7003,VANDALISM,2/7/2014,2,2014,No,No,42.29594635,-71.05364457,02122
7004,32GUN,8/12/2014,8,2014,No,No,42.29754136,-71.05973457,02122
7005,MedAssist,3/4/2014,3,2014,No,No,42.32963635,-71.10225955,02120
7006,OTHER LARCENY,12/3/2014,12,2014,No,No,42.33808135,-71.07121956,02118
7007,OTHER LARCENY,10/25/2014,10,2014,No,No,42.34095635,-71.10141954,02115
7008,AGGRAVATED ASSAULT,5/18/2014,5,2014,No,No,42.35899634,-71.05567956,02109
7009,OTHER,1/27/2014,1,2014,No,No,42.33950635,-71.06938956,02118
7010,RESIDENTIAL BURGLARY,10/9/2014,10,2014,No,No,42.37539134,-71.06216456,02129
7011,SIMPLE ASSAULT,12/27/2014,12,2014,No,No,42.31054135,-71.08667455,02121
7012,VANDALISM,6/20/2014,6,2014,No,No,42.27589636,-71.09341955,02126
7013,RESIDENTIAL BURGLARY,11/28/2014,11,2014,No,No,42.27966636,-71.08886456,02126
7014,InvProp,2/19/2014,2,2014,No,No,42.34366135,-71.08800455,02115
7015,VAL,9/12/2014,9,2014,No,No,42.28649136,-71.12877954,02131
7016,VAL,5/18/2014,5,2014,No,No,42.28082137,-71.08456956,02126
7017,VAL,8/27/2014,8,2014,No,No,42.33043135,-71.11141955,02130
7018,SIMPLE ASSAULT,6/5/2014,6,2014,No,No,42.35263635,-71.1590546,02135
7019,FRAUD,5/27/2014,5,2014,No,No,42.30960423,-71.05168547,02125
7020,InvPer,3/15/2014,3,2014,No,No,42.35565635,-71.13547454,02134
7021,MVAcc,3/3/2014,3,2014,No,No,42.26681702,-71.09568347,02126
7022,VANDALISM,10/18/2014,10,2014,No,No,42.35847634,-71.05427956,02109
7023,MVAcc,10/30/2014,10,2014,No,No,42.34892634,-71.08574955,02115
7024,DRUG CHARGES,1/29/2014,1,2014,No,No,42.30972244,-71.10427304,02130
7025,DRUG CHARGES,1/27/2014,1,2014,No,No,42.3286598,-71.08561842,02119
7026,Service,2/4/2014,2,2014,No,No,42.31805135,-71.06394957,02125
7027,OTHER LARCENY,5/13/2014,5,2014,No,No,42.35081682,-71.05637359,02205
7028,RESIDENTIAL BURGLARY,6/6/2014,6,2014,No,No,42.28112636,-71.13383954,02131
7029,OTHER LARCENY,6/20/2014,6,2014,No,No,42.30950635,-71.05051457,02125
7030,InvProp,10/4/2014,10,2014,No,No,42.31256657,-71.07289501,02125
7031,MVAcc,6/28/2014,6,2014,No,No,42.34555135,-71.13646954,02135
7032,OTHER LARCENY,7/18/2014,7,2014,No,No,42.32283635,-71.10382955,02130
7033,LARCENY FROM MOTOR VEHICLE,5/21/2014,5,2014,No,No,42.34737676,-71.13530302,02134
7034,ROBBERY,2/8/2014,2,2014,No,No,42.30926958,-71.0787186,02121
7035,AGGRAVATED ASSAULT,8/17/2014,8,2014,No,No,42.35095634,-71.06389956,02116
7036,DRUG CHARGES,6/6/2014,6,2014,No,No,42.35064962,-71.13045054,02134
7037,RESIDENTIAL BURGLARY,1/30/2014,1,2014,No,No,42.31651135,-71.07528956,02125
7038,OTHER LARCENY,2/20/2014,2,2014,No,No,42.36292967,-71.05253328,02109
7039,VAL,1/15/2014,1,2014,No,No,42.29993136,-71.11356955,02130
7040,MVAcc,7/4/2014,7,2014,No,No,42.28229136,-71.09963955,02126
7041,FORGERY,8/25/2014,8,2014,No,No,42.33496135,-71.09781455,02120
7042,LARCENY FROM MOTOR VEHICLE,4/5/2014,4,2014,No,No,42.29294635,-71.05077457,02122
7043,BENoProp,2/22/2014,2,2014,No,No,42.35965135,-71.05180957,02110
7044,VANDALISM,6/13/2014,6,2014,No,No,42.27772136,-71.14615953,02132
7045,ROBBERY,10/17/2014,10,2014,No,No,42.35740134,-71.06596456,02108
7046,PersLoc,5/6/2014,5,2014,No,No,42.35347102,-71.16606465,02135
7047,RESIDENTIAL BURGLARY,6/11/2014,6,2014,No,No,42.32149635,-71.07075456,02125
7048,SIMPLE ASSAULT,11/6/2014,11,2014,No,No,42.34728135,-71.08772955,02115
7049,PersLoc,3/9/2014,3,2014,No,No,42.32680635,-71.07779955,02119
7050,InvProp,10/4/2014,10,2014,No,No,42.29093136,-71.15697453,02132
7051,Service,4/18/2014,4,2014,No,No,42.31127531,-71.05314298,02125
7052,VANDALISM,9/11/2014,9,2014,No,No,42.34533135,-71.08911455,02115
7053,Arrest,8/25/2014,8,2014,No,No,42.29957667,-71.07649033,02121
7054,RESIDENTIAL BURGLARY,7/4/2014,7,2014,No,No,42.37959134,-71.04013456,02128
7055,SIMPLE ASSAULT,9/3/2014,9,2014,No,No,42.33390135,-71.07292956,02118
7056,MVAcc,8/28/2014,8,2014,No,No,42.27581136,-71.14926453,02132
7057,InvPer,5/15/2014,5,2014,No,No,42.25264137,-71.11361955,02136
7058,LARCENY FROM MOTOR VEHICLE,11/1/2014,11,2014,No,No,42.36027134,-71.06984956,02114
7059,32GUN,3/31/2014,3,2014,No,No,42.29473195,-71.0850362,02124
7060,OTHER LARCENY,3/22/2014,3,2014,No,No,42.35505634,-71.06084456,02110
7061,RESIDENTIAL BURGLARY,9/16/2014,9,2014,No,No,42.33645635,-71.05425956,02127
7062,SIMPLE ASSAULT,11/9/2014,11,2014,No,No,42.30567635,-71.06162456,02122
7063,VANDALISM,7/6/2014,7,2014,No,No,42.27893137,-71.11679955,02131
7064,VAL,3/6/2014,3,2014,No,No,42.34575897,-71.1459119,02135
7065,Service,2/1/2014,2,2014,No,No,42.25613272,-71.12589659,02136
7066,OTHER LARCENY,1/9/2014,1,2014,No,No,42.33137079,-71.04875454,02127
7067,DEATH INVESTIGATION,4/8/2014,4,2014,No,No,42.38112134,-71.06700456,02129
7068,RESIDENTIAL BURGLARY,1/4/2014,1,2014,No,No,42.2619841,-71.10973973,02136
7069,AGGRAVATED ASSAULT,1/26/2014,1,2014,No,No,42.36147229,-71.05714058,02108
7070,MVAcc,1/27/2014,1,2014,No,No,42.26641636,-71.15156454,02132
7071,Landlord,1/21/2014,1,2014,No,No,42.32319135,-71.07939956,02119
7072,LARCENY FROM MOTOR VEHICLE,5/28/2014,5,2014,No,No,42.31571135,-71.09957954,02119
7073,VAL,5/27/2014,5,2014,No,No,42.33906141,-71.05239324,02127
7074,DRUG CHARGES,8/19/2014,8,2014,No,No,42.3286598,-71.08561842,02119
7075,DRUG CHARGES,3/19/2014,3,2014,No,No,42.35147134,-71.06245456,02111
7076,PersLoc,9/2/2014,9,2014,No,No,42.24315637,-71.13409454,02136
7077,PropFound,11/16/2014,11,2014,No,No,42.29754136,-71.05973457,02122
7078,InvPer,9/3/2014,9,2014,No,No,42.27252137,-71.12019955,02136
7079,LARCENY FROM MOTOR VEHICLE,1/11/2014,1,2014,No,No,42.32543556,-71.06387302,02125
7080,VAL,8/15/2014,8,2014,No,No,42.28238136,-71.05560957,02124
7081,InvProp,9/11/2014,9,2014,No,No,42.316045,-71.11116434,02130
7082,DEATH INVESTIGATION,12/4/2014,12,2014,No,No,42.31169612,-71.08421019,02121
7083,VAL,12/9/2014,12,2014,No,No,42.31176135,-71.05401956,02125
7084,AUTO THEFT,10/23/2014,10,2014,No,No,42.31395635,-71.06867456,02125
7085,SIMPLE ASSAULT,5/18/2014,5,2014,No,No,42.31492135,-71.05674957,02125
7086,MedAssist,4/26/2014,4,2014,No,No,42.38094134,-71.04028457,02128
7087,FRAUD,1/4/2014,1,2014,No,No,42.31284636,-71.07842455,02121
7088,OTHER LARCENY,1/21/2014,1,2014,No,No,42.38913565,-71.00171995,02128
7089,SIMPLE ASSAULT,1/10/2014,1,2014,No,No,42.34329635,-71.0779174,02118
7090,LARCENY FROM MOTOR VEHICLE,11/16/2014,11,2014,No,No,42.36164815,-71.05998657,02203
7091,VANDALISM,11/25/2014,11,2014,No,No,42.37555134,-71.03910957,02128
7092,VAL,4/25/2014,4,2014,No,No,42.35723635,-71.14701453,02135
7093,InvPer,4/12/2014,4,2014,No,No,42.35553634,-71.06071956,02108
7094,DRUG CHARGES,5/7/2014,5,2014,No,No,42.28460523,-71.06601901,02124
7095,FRAUD,2/26/2014,2,2014,No,No,42.34972106,-71.13994916,02135
7096,OTHER LARCENY,9/18/2014,9,2014,No,No,42.35910634,-71.07071956,02114
7097,Service,1/13/2014,1,2014,No,No,42.31828136,-71.07783956,02119
7098,InvPer,2/19/2014,2,2014,No,No,42.33704635,-71.10669455,02115
7099,VANDALISM,2/2/2014,2,2014,No,No,42.28346636,-71.09161455,02126
7100,RESIDENTIAL BURGLARY,3/14/2014,3,2014,No,No,42.30020938,-71.08098959,02121
7101,AGGRAVATED ASSAULT,6/7/2014,6,2014,No,No,42.35039089,-71.06598003,02116
7102,OTHER LARCENY,1/13/2014,1,2014,No,No,42.34671135,-71.08008456,02199
7103,AUTO THEFT,8/30/2014,8,2014,No,No,42.35037309,-71.12939942,02134
7104,InvPer,12/6/2014,12,2014,No,No,42.37768615,-71.04995433,02129
7105,SIMPLE ASSAULT,6/28/2014,6,2014,No,No,42.31175637,-71.09972453,02210
7106,MedAssist,10/7/2014,10,2014,No,No,42.28398136,-71.06812456,02124
7107,DRUG CHARGES,5/17/2014,5,2014,No,No,42.33441135,-71.07574956,02118
7108,VAL,12/13/2014,12,2014,No,No,42.30963135,-71.07163956,02125
7109,SIMPLE ASSAULT,5/24/2014,5,2014,No,No,42.28643136,-71.12812955,02131
7110,PropFound,6/30/2014,6,2014,No,No,42.31081027,-71.09896162,02210
7111,OTHER LARCENY,8/30/2014,8,2014,No,No,42.35005134,-71.07493956,02116
7112,LICViol,8/27/2014,8,2014,No,No,42.31824635,-71.05671956,02125
7113,LARCENY FROM MOTOR VEHICLE,7/18/2014,7,2014,No,No,42.34884135,-71.09091455,02215
7114,MedAssist,6/13/2014,6,2014,No,No,42.34679134,-71.08745955,02115
7115,LARCENY FROM MOTOR VEHICLE,10/12/2014,10,2014,No,No,42.31246067,-71.06676516,02125
7116,Arrest,7/4/2014,7,2014,No,No,42.33192135,-71.08412955,02119
7117,VAL,4/29/2014,4,2014,No,No,42.31020973,-71.08936754,02121
7118,PersLoc,12/12/2014,12,2014,No,No,42.32623635,-71.10315955,02130
7119,SIMPLE ASSAULT,6/20/2014,6,2014,No,No,42.34342135,-71.14161453,02135
7120,DISORDERLY,7/22/2014,7,2014,No,No,42.29265427,-71.08030063,02124
7121,InvPer,2/25/2014,2,2014,No,No,42.38054134,-71.03925957,02128
7122,OTHER LARCENY,11/15/2014,11,2014,No,No,42.29684981,-71.04895284,02122
7123,AGGRAVATED ASSAULT,8/19/2014,8,2014,No,No,42.32660843,-71.07598645,02119
7124,ROBBERY,11/2/2014,11,2014,No,No,42.35247135,-71.05936957,02111
7125,OTHER LARCENY,3/31/2014,3,2014,No,No,42.37047134,-71.03335958,02128
7126,InvPer,5/23/2014,5,2014,No,No,42.29490635,-71.05944456,02122
7127,InvPer,2/23/2014,2,2014,No,No,42.36664819,-71.05265204,02113
7128,LARCENY FROM MOTOR VEHICLE,10/11/2014,10,2014,No,No,42.34130135,-71.06969957,02118
7129,TOWED,10/24/2014,10,2014,No,No,42.30327635,-71.06062956,02122
7130,VAL,3/19/2014,3,2014,No,No,42.29258136,-71.07743956,02124
7131,VAL,3/1/2014,3,2014,No,No,42.24422088,-71.11800536,02136
7132,VANDALISM,3/3/2014,3,2014,No,No,42.28624136,-71.12448955,02131
7133,32GUN,7/24/2014,7,2014,No,No,42.37664634,-71.05591956,02129
7134,VAL,5/27/2014,5,2014,No,No,42.33430135,-71.09712955,02120
7135,MedAssist,5/17/2014,5,2014,No,No,42.33738135,-71.03132958,02127
7136,InvProp,9/28/2014,9,2014,No,No,42.35441135,-71.13539454,02134
7137,MedAssist,6/6/2014,6,2014,No,No,42.32993635,-71.05269956,02127
7138,VAL,2/10/2014,2,2014,No,No,42.3152963,-71.05255784,02125
7139,PropFound,5/12/2014,5,2014,No,No,42.34898135,-71.15091453,02135
7140,FRAUD,8/13/2014,8,2014,No,No,42.3286598,-71.08561842,02119
7141,VANDALISM,3/19/2014,3,2014,No,No,42.35647634,-71.05929456,02109
7142,PropFound,4/9/2014,4,2014,No,No,42.28771588,-71.05351114,02122
7143,Landlord,11/21/2014,11,2014,No,No,42.27589636,-71.09341955,02126
7144,InvPer,4/15/2014,4,2014,No,No,42.29486636,-71.15514952,02132
7145,VANDALISM,10/15/2014,10,2014,No,No,42.25117136,-71.13094454,02136
7146,PropLost,12/4/2014,12,2014,No,No,42.35591634,-71.06252456,02108
7147,SIMPLE ASSAULT,3/1/2014,3,2014,No,No,42.32029135,-71.07507456,02125
7148,VAL,5/21/2014,5,2014,No,No,42.36467944,-71.03078025,02128
7149,InvPer,5/2/2014,5,2014,No,No,42.35810694,-71.06210877,02108
7150,FIRE,2/23/2014,2,2014,No,No,42.35612135,-71.16237953,02135
7151,InvProp,10/3/2014,10,2014,No,No,42.28235662,-71.05025107,02124
7152,SIMPLE ASSAULT,5/16/2014,5,2014,No,No,42.31787135,-71.08912955,02121
7153,PropDam,1/23/2014,1,2014,No,No,42.37807076,-71.05208428,02129
7154,InvProp,3/30/2014,3,2014,No,No,42.26216108,-71.15783627,02132
7155,PersLoc,2/13/2014,2,2014,No,No,42.27293136,-71.07155456,02126
7156,MedAssist,1/11/2014,1,2014,No,No,42.31249625,-71.07390093,02121
7157,InvPer,1/1/2014,1,2014,No,No,42.38258135,-71.03187457,02128
7158,OTHER LARCENY,1/29/2014,1,2014,No,No,42.29230135,-71.04801957,02122
7159,MedAssist,3/4/2014,3,2014,No,No,42.2898202,-71.11767818,02130
7160,VANDALISM,10/19/2014,10,2014,No,No,42.29568635,-71.06278956,02124
7161,InvPer,3/11/2014,3,2014,No,No,42.32389135,-71.08399455,02119
7162,TOWED,11/2/2014,11,2014,No,No,42.33299635,-71.04280957,02127
7163,DRUG CHARGES,3/8/2014,3,2014,No,No,42.25642136,-71.12394954,02136
7164,InvProp,12/29/2014,12,2014,No,No,42.31666262,-71.0482417,02125
7165,VAL,11/3/2014,11,2014,No,No,42.32325135,-71.08243956,02119
7166,OTHER LARCENY,5/25/2014,5,2014,No,No,42.35162134,-71.06872456,02116
7167,VAL,7/25/2014,7,2014,No,No,42.38180134,-71.02057958,02128
7168,SIMPLE ASSAULT,5/15/2014,5,2014,No,No,42.28779636,-71.07120956,02124
7169,WEAPONS CHARGE,11/13/2014,11,2014,No,No,42.25164137,-71.13099955,02136
7170,OTHER LARCENY,10/10/2014,10,2014,No,No,42.33904135,-71.05121456,02127
7171,LARCENY FROM MOTOR VEHICLE,1/17/2014,1,2014,No,No,42.35654604,-71.06965059,02108
7172,MedAssist,10/20/2014,10,2014,No,No,42.31248187,-71.05816334,02125
7173,PersMiss,7/4/2014,7,2014,No,No,42.29091136,-71.07443456,02124
7174,STOLEN PROPERTY CHARGES,6/7/2014,6,2014,No,No,42.28785636,-71.07991456,02124
7175,PropLost,11/4/2014,11,2014,No,No,42.33536635,-71.07189955,02118
7176,LARCENY FROM MOTOR VEHICLE,7/5/2014,7,2014,No,No,42.35244135,-71.08352956,02116
7177,InvPer,2/4/2014,2,2014,No,No,42.33919135,-71.03654957,02127
7178,OTHER LARCENY,10/29/2014,10,2014,No,No,42.38053134,-71.03510957,02128
7179,SIMPLE ASSAULT,4/1/2014,4,2014,No,No,42.33564135,-71.03541958,02127
7180,VANDALISM,11/26/2014,11,2014,No,No,42.32500635,-71.10458455,02130
7181,DISORDERLY,6/8/2014,6,2014,No,No,42.28983135,-71.05840956,02124
7182,SIMPLE ASSAULT,3/27/2014,3,2014,No,No,42.28714636,-71.07634955,02124
7183,MVAcc,8/20/2014,8,2014,No,No,42.34643135,-71.16501953,02135
7184,PersMiss,1/26/2014,1,2014,No,No,42.30720139,-71.06933548,02125
7185,PropLost,11/12/2014,11,2014,No,No,42.2905562,-71.07164295,02124
7186,SIMPLE ASSAULT,4/23/2014,4,2014,No,No,42.29745636,-71.08273455,02121
7187,OTHER LARCENY,9/19/2014,9,2014,No,No,42.36198135,-71.05671957,02108
7188,PubDrink,7/29/2014,7,2014,No,No,42.32949449,-71.08378069,02119
7189,AUTO THEFT,9/23/2014,9,2014,No,No,42.35154634,-71.06838456,02116
7190,LARCENY FROM MOTOR VEHICLE,12/10/2014,12,2014,No,No,42.33749135,-71.07196956,02118
7191,PRISON,4/16/2014,4,2014,No,No,42.32876635,-71.06945456,02119
7192,OTHER LARCENY,4/27/2014,4,2014,No,No,42.35950634,-71.05352956,02109
7193,VAL,2/10/2014,2,2014,No,No,42.32058135,-71.09832955,02119
7194,VAL,4/25/2014,4,2014,No,No,42.32004567,-71.08523958,02119
7195,VAL,2/20/2014,2,2014,No,No,42.30067135,-71.07855956,02121
7196,PropFound,6/16/2014,6,2014,No,No,42.36029134,-71.06664956,02114
7197,MVAcc,5/3/2014,5,2014,No,No,42.31816655,-71.07469821,02125
7198,AGGRAVATED ASSAULT,7/9/2014,7,2014,No,No,42.27785639,-71.11616328,02131
7199,DRUG CHARGES,3/19/2014,3,2014,No,No,42.26715636,-71.15073954,02132
7200,MedAssist,3/6/2014,3,2014,No,No,42.34329635,-71.0779174,02118
7201,VANDALISM,3/20/2014,3,2014,No,No,42.33870135,-71.04823457,02127
7202,AUTO THEFT,8/22/2014,8,2014,No,No,42.2901966,-71.08802624,02124
7203,OTHER LARCENY,3/29/2014,3,2014,No,No,42.36119634,-71.05560456,02113
7204,SIMPLE ASSAULT,3/8/2014,3,2014,No,No,42.32950863,-71.03559434,02127
7205,TOWED,3/2/2014,3,2014,No,No,42.31617349,-71.08920463,02121
7206,SIMPLE ASSAULT,1/11/2014,1,2014,No,No,42.36493634,-71.06222956,02114
7207,VAL,10/16/2014,10,2014,No,No,42.30832136,-71.08326956,02121
7208,OTHER LARCENY,7/24/2014,7,2014,No,No,42.35614135,-71.06941956,02116
7209,OTHER LARCENY,2/26/2014,2,2014,No,No,42.35075635,-71.07485456,02116
7210,DRUG CHARGES,2/1/2014,2,2014,No,No,42.29084136,-71.07415956,02124
